interf_type,anchor_Q1,anchor_Q3,anchor_accession,anchor_name,interf_accession,interf_name,source_area,source_rt,interf_area,interf_rt,transition_similarity,transition_ratio
fragment,166.1,120,HMDB0000159,L-Phenylalanine,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,2495.22871787175,9.031,0.978742285651607,0.001654451
isobar,202.1,116,HMDB0002096,3-Indolebutyric acid,HMDB0013318,Tryptophanamide,5139098.31795485,3.587,5197.40079100246,3.617,0.978706495580964,0.001011345
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0000191,L-Aspartic acid,595951.996340395,9.958,20346.7937894138,9.958,0.978582442748476,0.03414167
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,17273.826131493,10.566,0.978477052217646,0.03567925
fragment,138,80,HMDB0253211,Tramiprosate,HMDB0001545,Pyridoxal,7302265.61138385,3.425,40843.6825733877,3.425,0.978317460268398,0.005593289
isotope,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0000292,Xanthine,3171232.04453768,6.883,100900.999736918,6.883,0.978070871016699,0.0318176
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,71940.6065876989,12.584,0.977968225113678,0.2241687
fragment,132.1,86,HMDB0000172,L-Isoleucine,HMDB0011756,N-Acetylleucine,10290786.2347186,4.001,338074.927083657,4.035,0.977559954349003,0.0328522
fragment,150.1,104,HMDB0000696,L-Methionine,HMDB0001015,N-Formyl-L-methionine,1544348.90171345,5.41,176188.328645767,5.412,0.977517372589912,0.1140858
isotope,176.1,130,HMDB0000197,Indoleacetic acid,HMDB0000517,L-Arginine,2489987.70941439,13.771,3946.16806834186,13.771,0.977503466399193,0.001584814
isobar,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0001392,p-Aminobenzoic acid,67830.6519287535,7.428,105668.831719987,7.398,0.977417502916719,1.557833
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,11339.3479484664,10.406,0.977332660200603,0.03063657
fragment,114,70,HMDB0254310,MALEAMIC ACID,HMDB0000828,Ureidosuccinic acid,239251.376237523,11.209,3471.98864432393,11.239,0.977301357378123,0.01451189
fragment,132.1,86,HMDB0000687,L-Leucine,HMDB0011756,N-Acetylleucine,10290786.2347186,4.001,330133.549136014,4.035,0.976914294295272,0.0320805
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000094,Citric acid,345276.582852104,12.136,13336.4307967043,12.136,0.976797491111941,0.03862536
isotope,133,115,HMDB0000156,Malic acid,HMDB0000191,L-Aspartic acid,1059200.95737801,9.958,8572.78071996852,9.958,0.976701068036967,0.00809363
isobar,131,87,HMDB0011733,Glycyl-glycine,HMDB0000223,Oxalacetic acid,6254.17627725273,8.997,4472.44779302664,8.997,0.97668880236983,0.7151138
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,29276.7703767515,7.236,0.976633459650733,0.02210669
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000191,L-Aspartic acid,595951.996340395,9.958,12016.3686322593,9.958,0.976612532483245,0.02016332
fragment,189.1,84,HMDB0000446,N-alpha-Acetyl-L-lysine,HMDB0000962,Lipoamide,229237.111564724,1.986,1206.64452301284,2.018,0.97651758929768,0.00526374
fragment,103,57,HMDB0000008,2-Hydroxybutyric acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,4147.59561248311,12.52,0.976423502571024,0.01292401
fragment,124,80,HMDB0000251,Taurine,HMDB0002757,Cysteic acid,808658.527145202,10.28,4324.17839032492,10.278,0.976381305761166,0.005347348
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,31578.3500784353,12.584,0.976319051582743,0.09839892
fragment,153,79,HMDB0012209,Diethylphosphate,HMDB0000086,Glycerophosphocholine,10692248.7655519,8.967,110481.062576048,8.997,0.976245608008708,0.01033282
fragment,184.1,125,HMDB0001565,Phosphorylcholine,HMDB0001413,Citicoline,2851707.30633153,9.992,154074.464145186,9.992,0.976192160959723,0.05402885
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,17416.2572512744,10.12,0.976110086424591,0.03196266
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000177,L-Histidine,2890390.07242772,9.159,10248.533417643,9.189,0.975603411653552,0.003545727
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000855,Nicotinamide riboside,11829496.4093719,11.081,129119.785078514,11.113,0.975447712204032,0.01091507
isomer,222.1,138,HMDB0000215,N-Acetyl-D-glucosamine,HMDB0001129,N-Acetylmannosamine,21269.3400502323,7.494,22944.7669474433,7.462,0.975414772145004,1.078772
isobar,130.1,88,HMDB0000766,N-Acetyl-L-alanine,HMDB0000064,Creatine,2478306.62552632,8.903,192881.902838648,8.869,0.97534441005408,0.0778281
fragment,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0000085,Deoxyguanosine,2066124.76385226,6.883,52346.3965568823,6.883,0.975231702114083,0.02533554
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0012209,Diethylphosphate,15320041.1286669,4.289,177158.543921754,4.356,0.975206218536811,0.01156384
isotope,207.1,163,HMDB0012127,(R)-2-Benzylsuccinate,HMDB0000512,N-Acetyl-L-phenylalanine,2633172.23505023,3.651,7813.20789114717,3.681,0.975196516986001,0.002967222
isotope,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0004815,4-Hydroxy-3-methylbenzoic acid,3191737.71963243,6.499,290417.490074584,6.499,0.975195811313929,0.0909904
fragment,164.1,120,HMDB0000473,6-Dimethylaminopurine,HMDB0000684,L-Kynurenine,536425.91732554,7.11,2036.83763266809,7.11,0.975173366589368,0.003797053
fragment,87,43,HMDB0000243,Pyruvic acid,HMDB0000094,Citric acid,345276.582852104,12.136,2332.28060336534,12.136,0.974898258406013,0.006754818
fragment,143.1,97,HMDB0001988,4-Hydroxycyclohexylcarboxylic acid,HMDB0000446,N-alpha-Acetyl-L-lysine,3933153.20765243,9.223,15272.9504853611,9.253,0.974870029322175,0.003883131
isobar,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0000517,L-Arginine,3267154.52540262,13.771,606456.585228776,13.769,0.974825101974348,0.1856223
isobar,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0011747,Ciliatine,100139.738894401,10.31,11487.2804597465,10.312,0.974765439323134,0.1147125
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000641,L-Glutamine,1339403.06696519,9.351,9624.87971360755,9.3835,0.974735934877986,0.007185947
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,16474.3431039445,7.236,0.974610654296841,0.01243966
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,9073.61690746538,10.406,0.974028454605379,0.02451504
fragment,138,108,HMDB0001232,4-Nitrophenol,HMDB0001545,Pyridoxal,7302265.61138385,3.425,1554114.01511845,3.425,0.973991831019992,0.2128263
fragment,136,92,HMDB0001392,p-Aminobenzoic acid,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,16434.8352699859,6.691,0.973553158162359,0.1934962
fragment,145.1,144,HMDB0003701,Dimethylbenzimidazole,HMDB0001238,N-Acetylserotonin,5882611.43024173,2.912,10977.0192755916,2.944,0.973552559252102,0.001866011
isotope,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0000725,4-Hydroxyproline,210568.320399676,8.839,1617.08180206772,8.869,0.973515975209696,0.007679606
isobar,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0028854,Glycylvaline,704006.66905475,8.006,1307.81039202465,8.036,0.973117744892367,0.001857668
fragment,103,57,HMDB0000729,alpha-Hydroxyisobutyric acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,4426.67374589949,12.584,0.972743644754417,0.01379363
isobar,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0000517,L-Arginine,2489987.70941439,13.771,607002.76273609,13.737,0.972501210744571,0.2437774
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,28554.7390370368,7.236,0.972393201391367,0.02156149
fragment,115,71,HMDB0000176,Maleic acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,15341.346894858,10.566,0.972271155446918,0.03168769
isotope,267.1,135,HMDB0000195,Inosine,HMDB0000085,Deoxyguanosine,2066124.76385226,6.883,2514.53025597994,6.851,0.972097753865242,0.001217027
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0011727,Bicine,2533655.54923817,8.102,5248.00718253152,8.134,0.971930914544773,0.002071318
fragment,110.1,65,HMDB0001169,4-Aminophenol,HMDB0304941,3-Amino-4-hydroxybenzoic acid,198398.696507368,9.287,672.85140320464,9.287,0.971273041806072,0.00339141
fragment,159.1,115,HMDB0002441,"3,3-Dimethylglutaric acid",HMDB0001451,(R)-Lipoic acid,3315683.45366805,3.104,9433.89285883649,3.104,0.97124320634708,0.002845233
isotope,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0000206,N6-Acetyl-L-lysine,2921185.43370404,8.327,2976.28947886636,8.327,0.970936023487814,0.001018864
fragment,190,144,HMDB0000715,Kynurenic acid,HMDB0000929,L-Tryptophan,1077472.65566191,7.462,2319.97687438789,7.43,0.97065653762087,0.002153165
isobar,144.1,102,HMDB0003681,4-Acetamidobutanoic acid,HMDB0003464,4-Guanidinobutanoic acid,1202284.80562336,9.095,411198.32513352,9.093,0.970433723492976,0.3420141
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0001202,dCMP,523866.815060089,10.118,378239.678556453,10.152,0.970338574720064,0.722015
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000939,S-Adenosylhomocysteine,2863567.8531894,8.871,57641.5791793763,8.903,0.97007859749448,0.02012929
fragment,138.1,92,HMDB0000875,Trigonelline,HMDB0000962,Lipoamide,229237.111564724,1.986,1622.18306681582,1.986,0.96990854789517,0.007076442
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0000130,Homogentisic acid,2180712.4673548,6.948,39691.2901514625,6.948,0.969488987876947,0.01820107
fragment,135,91,HMDB0002340,2-Methylbenzoic acid,HMDB0002209,Equol,6726528.71676961,1.888,29762.6721094833,1.92,0.969355659907642,0.00442467
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0000177,L-Histidine,2890390.07242772,9.159,10487.1768986851,9.157,0.969304420894122,0.003628291
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,16587.9358164444,10.502,0.969233169504916,0.03426254
isotope,160,116,HMDB0002285,2-Indolecarboxylic acid,HMDB0000857,Pimelic acid,549914.565840194,9.702,1178.72996774258,9.702,0.968766730348553,0.002143478
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,9994.5301347572,10.406,0.968653785105415,0.02700315
fragment,145.1,86,HMDB0002284,N-Acetylcadaverine,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,6261.16776127982,13.739,0.968373606663141,0.003433802
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,9310.71118511289,10.406,0.968290317714904,0.02515562
fragment,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,4315.57094318836,10.406,0.968165080575737,0.01165978
isotope,192.1,74,HMDB0000821,Phenylacetylglycine,HMDB0003072,Quinic acid,585611.325810711,9.061,721.432861979345,9.061,0.968099452396354,0.001231931
isobar,117,73,HMDB0000254,Succinic acid,HMDB0001987,2-Hydroxy-2-methylbutyric acid,1971027.39503884,4.706,2688.31280906914,4.738,0.967492088019701,0.001363914
isotope,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000687,L-Leucine,1296677.03547106,7.014,1401.09722504988,7.012,0.967371946615168,0.001080529
isobar,140,122,HMDB0002658,6-Hydroxynicotinic acid,HMDB0253211,Tramiprosate,3062208.77517963,9.638,9880.42005795671,9.608,0.967303397584029,0.003226566
fragment,118.1,91,HMDB0000738,Indole,HMDB0001065,2-Hydroxyphenethylamine,595700.630172295,8.006,7903.50197523383,8.006,0.967255249600406,0.01326757
fragment,664.1,524,HMDB0000902,"NAD",HMDB0000217,"NADP",589932.048690853,11.209,2993.97338687739,11.209,0.967016768651204,0.005075116
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0002209,Equol,6726528.71676961,1.888,32795.0420072484,1.92,0.966862103022972,0.004875478
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0001065,2-Hydroxyphenethylamine,595700.630172295,8.006,42156.607727294,8.006,0.966545744359804,0.07076811
isotope,155,111,HMDB0000226,Orotic acid,HMDB0000177,L-Histidine,2890390.07242772,9.159,4916.9078605012,9.157,0.966450975856201,0.001701123
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0003070,Shikimic acid,269267.925351815,9.574,3956.92242649567,9.638,0.966003775320721,0.01469511
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000259,Serotonin,1630072.43809598,10.312,10760.0823007592,10.344,0.965925105028489,0.006600984
fragment,143.1,125,HMDB0000482,Caprylic acid,HMDB0001264,Dehydroascorbic acid,49505.4435750417,6.883,50904.250443577,6.948,0.965133577231738,1.028256
fragment,177,59,HMDB0003466,L-Gulonolactone,HMDB0000625,Gluconic acid,1109347.29441012,9.606,4523.26516698967,9.574,0.96510907781439,0.004077411
isobar,130.1,88,HMDB0000766,N-Acetyl-L-alanine,HMDB0000064,Creatine,2958908.89084875,8.903,206518.557302169,8.901,0.965073971937592,0.06979551
fragment,255,79,HMDB0245643,Vitamin C phosphate,HMDB0000217,"NADP",589932.048690853,11.209,751.218781142305,11.175,0.965068406151268,0.001273399
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0000721,Glycylproline,68049.5527518671,8.933,207737.271861629,8.775,0.964622230968376,3.052735
isomer,141,53,HMDB0002349,trans-trans-Muconic acid,HMDB0002432,Sumiki's acid,433029.287537141,7.556,1011.80857352269,7.652,0.964529003399143,0.002336582
isobar,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0000214,Ornithine,611955.407942848,12.938,3125.45432977628,12.936,0.964485315198062,0.005107324
fragment,161,125,HMDB0004811,"2,4-Dichlorophenol",HMDB0000211,myo-Inositol,208449.328069146,9.958,1885.29859174177,9.99,0.964373777325495,0.009044398
fragment,90.1,72,HMDB0000056,beta-Alanine,HMDB0000210,Pantothenic acid,6245781.16471699,7.076,8104.57859436463,7.11,0.964358498229234,0.001297608
isotope,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000157,Hypoxanthine,251599.408439768,5.602,4946.36009999947,5.637,0.964056890716668,0.003931934
isotope,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0002894,5-Methylcytosine,2075629.7627055,5.765,4578.95128242497,5.797,0.9638376290469,0.002206054
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0001392,p-Aminobenzoic acid,67830.6519287535,7.428,13919.1225640651,7.43,0.963678415562728,0.205204
isotope,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,8508.22854866141,13.771,0.963431197067938,0.004666153
fragment,191.1,85,HMDB0003072,Quinic acid,HMDB0000663,Glucaric acid,738744.604027588,11.367,21020.6004384098,11.367,0.963421760000525,0.02845449
isotope,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0000641,L-Glutamine,1339403.06696519,9.351,9297.16798875187,9.351,0.962443257395926,0.006941277
isotope,137.1,94,HMDB0000699,1-Methylnicotinamide,HMDB0000034,Adenine,4644262.89810051,4.868,9574.97800648865,4.9,0.962321642910438,0.002061679
isotope,163,119,HMDB0002035,4-Hydroxycinnamic acid,HMDB0000473,6-Dimethylaminopurine,5219402.86209178,3.042,22351.2063073346,3.104,0.962166195883129,0.00428233
fragment,145.1,86,HMDB0002284,N-Acetylcadaverine,HMDB0000670,Homo-L-arginine,1666381.08443098,13.707,5354.04098220852,13.707,0.961952873196515,0.003212975
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0000875,Trigonelline,2117715.386385,7.302,14445.186083163,7.302,0.961161076376517,0.006821118
isomer,138.1,121,HMDB0015687,Salicylamide,HMDB0001392,p-Aminobenzoic acid,67830.6519287535,7.428,2569.84126665447,7.43,0.960726263751479,0.03788614
fragment,141,123,HMDB0000469,5-Hydroxymethyluracil,HMDB0000296,Uridine,1494886.7567272,5.41,2832.53821893995,5.41,0.960627214153753,0.001894818
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,12270.9994735146,6.691,0.960627050835556,0.1444731
fragment,349.1,137,HMDB0000175,Inosinic acid,HMDB0000902,"NAD",1098977.96930556,9.512,4290.08052915974,9.544,0.960295686869948,0.0039037
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0004620,N-a-Acetyl-L-arginine,3048803.52037569,9.063,3761.21924729011,9.095,0.959921798341416,0.001233671
fragment,348.1,136,HMDB0000045,Adenosine monophosphate,HMDB0000902,"NAD",1098977.96930556,9.512,185412.473250484,9.544,0.959684425273501,0.1687135
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000962,Lipoamide,229237.111564724,1.986,1879.35643788517,1.954,0.95965949868397,0.008198308
isobar,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0000517,L-Arginine,2489987.70941439,13.771,4440.0070193761,13.737,0.959254415149962,0.001783144
fragment,145,101,HMDB0000208,Oxoglutaric acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,6444.86679794047,8.229,0.958989362789034,0.007346364
isobar,117,73,HMDB0000202,Methylmalonic acid,HMDB0001987,2-Hydroxy-2-methylbutyric acid,1971027.39503884,4.706,2694.44237854873,4.706,0.958982430530283,0.001367024
isobar,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000214,Ornithine,611955.407942848,12.938,2858.73667521813,12.904,0.95875490694509,0.004671479
isobar,131,87,HMDB0000661,Glutaric acid,HMDB0000168,L-Asparagine,163794.235607809,9.544,3386.95026239268,9.51,0.958148735450319,0.02067808
fragment,73,45,HMDB0000119,Glyoxylic acid,HMDB0000956,Tartaric acid,467845.365422312,11.495,819.704319679634,11.495,0.95744767401525,0.001752084
fragment,129.1,69,HMDB0000695,Ketoleucine,HMDB0000663,Glucaric acid,738744.604027588,11.367,863.434081451785,11.367,0.957240010103643,0.001168786
isomer,103,57,HMDB0000729,alpha-Hydroxyisobutyric acid,HMDB0000011,3-Hydroxybutyric acid,177415.631762837,7.236,846.237012724585,7.236,0.956805217123585,0.0047698
fragment,335.1,123,HMDB0000229,Nicotinamide ribotide,HMDB0000902,"NAD",1098977.96930556,9.512,29106.7555311658,9.544,0.956687508887715,0.02648529
fragment,151,107,HMDB0004815,4-Hydroxy-3-methylbenzoic acid,HMDB0000239,Pyridoxine,8116396.91251641,3.395,16021.7341873444,3.425,0.956638577025524,0.001973996
fragment,136.1,119,HMDB0000034,Adenine,HMDB0012245,Kinetin,17763193.5997228,3.008,21521.8793024786,3.042,0.956621783903153,0.0012116
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000273,Thymidine,221025.709334115,3.233,24892.2960413035,3.267,0.956507249074134,0.1126217
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0000517,L-Arginine,2489987.70941439,13.771,8711.9555347665,13.803,0.956318840067814,0.003498795
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,4312.19908241198,6.691,0.956301193133957,0.05076985
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,261829.278437753,9.031,0.955073957145426,0.1736048
fragment,132.1,86,HMDB0000687,L-Leucine,HMDB0001511,Phosphocreatine,155831.690468648,10.376,1930.81563595068,10.376,0.954860185830035,0.01239039
isotope,138.1,78,HMDB0029806,Methyl nicotinate,HMDB0003152,N-Methylnicotinamide,4005204.01496855,2.882,10156.1498122871,3.075,0.954499872301392,0.002535738
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,256607.87836388,9.031,0.954278805579715,0.1701428
isobar,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000168,L-Asparagine,163794.235607809,9.544,1247.73941418284,9.51,0.953844732923988,0.007617725
fragment,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,6343.25506942756,8.229,0.953714897373438,0.007230539
isobar,168,151,HMDB0014496,Thioguanine,HMDB0001545,Pyridoxal,7302265.61138385,3.425,7808.23702028549,3.459,0.953515513347157,0.00106929
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0001015,N-Formyl-L-methionine,1544348.90171345,5.41,2889.32755803255,5.348,0.952833593779123,0.001870903
fragment,308.1,162,HMDB0000125,Glutathione,HMDB0003337,Oxidized glutathione,64275.2039697231,11.305,3100.99754197631,11.305,0.952793487630977,0.04824563
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0011745,N-Acetyl-L-methionine,303002.747948086,4.74,4231.5712923368,4.804,0.952456839519973,0.01396546
fragment,117.1,59,HMDB0000754,3-Hydroxyisovaleric acid,HMDB0003466,L-Gulonolactone,395464.420301665,7.204,5036.38615040614,7.204,0.952435917188602,0.01273537
fragment,127.1,110,HMDB0000262,Thymine,HMDB0000273,Thymidine,221025.709334115,3.233,729361.299196104,3.267,0.95202639866777,3.299893
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0000089,Cytidine,1059698.30341459,7.302,1910.44454272539,7.3,0.951684566607431,0.001802819
fragment,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0004620,N-a-Acetyl-L-arginine,3758639.66348012,9.063,228589.813003478,9.029,0.95092517292507,0.06081717
fragment,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,3097.93780792892,10.47,0.950836569085941,0.006398819
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,12552.107749199,10.598,0.950547397701282,0.0259265
fragment,131,87,HMDB0000661,Glutaric acid,HMDB0000956,Tartaric acid,467845.365422312,11.495,1988.2914188378,11.495,0.949621817615169,0.00424989
isotope,131,87,HMDB0001844,Methylsuccinic acid,HMDB0000725,4-Hydroxyproline,210568.320399676,8.839,886.834706127111,8.869,0.949617301245408,0.004211625
fragment,509,137,HMDB0000189,Inosine triphosphate,HMDB0000217,"NADP",589932.048690853,11.209,17646.439718428,11.241,0.9494134241407,0.02991266
fragment,127.1,110,HMDB0000262,Thymine,HMDB0001227,5-Thymidylic acid,1197953.10335556,9.317,10611.4601450205,9.3195,0.949244053240419,0.008857993
fragment,139,79,HMDB0004110,Phosphonoacetate,HMDB0001401,Glucose 6-phosphate,475632.779972869,11.047,21700.5354595297,11.047,0.947918191078701,0.04562456
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0000177,L-Histidine,3228148.61558713,9.159,31418.2699516819,9.189,0.947543797230435,0.009732597
fragment,166.1,108,HMDB0001545,Pyridoxal,HMDB0000239,Pyridoxine,9778988.47069235,3.395,342932.223186023,3.425,0.946508506434927,0.03506827
fragment,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000517,L-Arginine,2489987.70941439,13.771,2568.22549672922,13.801,0.94524667503888,0.001031421
isotope,125,79,HMDB0013674,"1,2,3-Trihydroxybenzene",HMDB0011747,Ciliatine,100139.738894401,10.31,2397.13064913034,10.278,0.944947072656952,0.02393786
isomer,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0001514,Glucosamine,160429.006673747,8.999,174806.343860656,9.223,0.944816331266885,1.089618
isomer,103,59,HMDB0000011,3-Hydroxybutyric acid,HMDB0000729,alpha-Hydroxyisobutyric acid,912971.00856169,6.243,2449.74646936629,6.243,0.944646398628641,0.002683269
isobar,124,80,HMDB0000251,Taurine,HMDB0011747,Ciliatine,100139.738894401,10.31,4254.54646290075,10.374,0.944581970416997,0.0424861
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0000609,DL-Dopa,353603.581395552,9.416,5800.59711226517,9.413,0.944133416724054,0.01640424
fragment,140,122,HMDB0002658,6-Hydroxynicotinic acid,HMDB0000232,Quinolinic acid,1214786.62243846,10.598,4365.56101148,10.632,0.943695273071306,0.003593685
fragment,61,44,HMDB0000294,Urea,HMDB0001015,N-Formyl-L-methionine,1544348.90171345,5.41,39797.3042170943,5.38,0.943385021456625,0.02576963
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0003269,Nicotinuric acid,5379674.90242948,6.95,24810.3013920694,6.918,0.943235598821716,0.004611859
fragment,177.1,160,HMDB0000259,Serotonin,HMDB0001238,N-Acetylserotonin,5882611.43024173,2.912,271146.857361055,2.978,0.943110389420803,0.04609294
isobar,131,87,HMDB0000661,Glutaric acid,HMDB0000223,Oxalacetic acid,6254.17627725273,8.997,5972.16448416806,8.997,0.943049685383458,0.9549082
isobar,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0000168,L-Asparagine,163794.235607809,9.544,1501.48249914459,9.574,0.942179785461539,0.009166882
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,9799.2245762125,9.349,0.942063916027088,0.007299662
fragment,74.1,57,HMDB0001522,Methylguanidine,HMDB0000167,L-Threonine,83636.0476708259,9.095,32027.0671588044,9.095,0.942063428496493,0.3829338
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,3796.49343887973,8.199,0.941722627776805,0.004327541
fragment,117.1,71,HMDB0000407,2-Hydroxy-3-methylbutyric acid,HMDB0003466,L-Gulonolactone,395464.420301665,7.204,7811.32069574696,7.268,0.941707163810676,0.01975227
fragment,428,136,HMDB0001341,ADP,HMDB0000217,"NADP",589932.048690853,11.209,41440.6568898787,11.209,0.94156685639987,0.07024649
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0000721,Glycylproline,68049.5527518671,8.933,245330.488791713,8.967,0.941474674537083,3.605174
fragment,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0004620,N-a-Acetyl-L-arginine,3758639.66348012,9.063,9870.07874677072,8.997,0.941264595836029,0.002625971
fragment,112.1,70,PBCM0000066950,Isocytosine,HMDB0000517,L-Arginine,2489987.70941439,13.771,3339.60919582316,13.835,0.941213114617981,0.001341215
isotope,124,79,HMDB0011747,Ciliatine,HMDB0000873,4-Methylcatechol,233566.865008833,2.112,2079.74049777834,2.112,0.941079872927206,0.008904262
fragment,112.1,70,PBCM0000066950,Isocytosine,HMDB0004620,N-a-Acetyl-L-arginine,3048803.52037569,9.063,3132.94704405317,9.031,0.940416834917198,0.001027599
fragment,135,92,HMDB0000157,Hypoxanthine,HMDB0000195,Inosine,4841331.20376079,6.755,93395.5555012239,6.787,0.940322689556233,0.0192913
